lead_id,owner,source,created_at,appt_set,appt_show,qualified,proposal,closed_won,deal_size,cycle_days,tasks_overdue,last_touch_days
317,Matt,Retail,2025-02-26 21:00:00,1,1,0,0,0,0.0,17,1,12
318,Jordan,Outbound,2025-02-05 22:00:00,0,0,0,0,0,0.0,17,1,5
319,Taylor,Retail,2025-01-24 00:00:00,1,1,0,0,0,0.0,6,1,20
320,Sam,Referral,2025-01-04 03:00:00,0,0,0,0,0,0.0,5,2,5
321,Matt,Referral,2025-01-08 15:00:00,1,1,0,0,0,0.0,10,0,19
322,Matt,Inbound,2025-01-15 13:00:00,1,1,1,1,0,0.0,15,1,20
323,Alex,Retail,2025-03-12 19:00:00,1,1,1,0,0,0.0,16,1,10
324,Sam,Inbound,2025-02-27 12:00:00,1,0,0,0,0,0.0,19,0,18
325,Sam,Referral,2025-02-09 00:00:00,1,1,1,1,0,0.0,9,0,15
326,Taylor,Outbound,2025-03-12 11:00:00,0,0,0,0,0,0.0,21,1,15
327,Alex,Outbound,2025-01-15 11:00:00,1,1,1,1,1,3621.0,27,1,1
328,Matt,Inbound,2025-01-19 23:00:00,1,0,0,0,0,0.0,7,0,2
329,Matt,Inbound,2025-02-05 08:00:00,0,0,0,0,0,0.0,18,0,1
330,Matt,Retail,2025-03-24 13:00:00,1,1,0,0,0,0.0,4,0,0
331,Matt,Outbound,2025-02-25 06:00:00,0,0,0,0,0,0.0,11,1,17
332,Taylor,Retail,2025-03-18 14:00:00,1,1,0,0,0,0.0,19,1,3
333,Alex,Outbound,2025-01-23 08:00:00,0,0,0,0,0,0.0,19,0,0
334,Taylor,Referral,2025-03-18 08:00:00,1,1,1,1,0,0.0,7,0,19
335,Jordan,Retail,2025-01-07 12:00:00,1,1,0,0,0,0.0,5,1,5
336,Jordan,Inbound,2025-01-21 11:00:00,0,0,0,0,0,0.0,2,1,17
337,Jordan,Retail,2025-02-17 01:00:00,0,0,0,0,0,0.0,4,1,20
338,Taylor,Outbound,2025-01-05 13:00:00,1,0,0,0,0,0.0,20,1,10
339,Matt,Retail,2025-03-19 05:00:00,0,0,0,0,0,0.0,20,1,19
340,Matt,Referral,2025-03-20 01:00:00,1,1,0,0,0,0.0,13,1,20
341,Jordan,Retail,2025-02-18 17:00:00,1,1,1,1,1,3650.0,44,1,3
342,Alex,Events,2025-01-28 12:00:00,1,0,0,0,0,0.0,9,1,3
343,Jordan,Outbound,2025-01-09 21:00:00,0,0,0,0,0,0.0,6,0,7
344,Sam,Inbound,2025-02-25 16:00:00,1,1,1,1,0,0.0,2,1,11
345,Jordan,Outbound,2025-02-18 09:00:00,0,0,0,0,0,0.0,17,0,16
346,Alex,Outbound,2025-03-10 09:00:00,1,1,0,0,0,0.0,2,3,3
347,Alex,Referral,2025-02-24 05:00:00,0,0,0,0,0,0.0,4,0,4
348,Sam,Retail,2025-01-12 13:00:00,0,0,0,0,0,0.0,20,1,6
349,Alex,Inbound,2025-01-11 23:00:00,1,1,1,0,0,0.0,15,1,5
350,Jordan,Retail,2025-03-12 06:00:00,1,1,0,0,0,0.0,13,2,19
351,Jordan,Inbound,2025-01-15 07:00:00,1,1,1,0,0,0.0,7,0,8
352,Sam,Retail,2025-03-26 11:00:00,0,0,0,0,0,0.0,5,0,18
353,Sam,Inbound,2025-01-10 12:00:00,1,1,1,0,0,0.0,12,0,1
354,Jordan,Inbound,2025-03-07 13:00:00,1,1,1,0,0,0.0,10,1,2
355,Alex,Inbound,2025-03-29 18:00:00,1,1,0,0,0,0.0,14,0,16
356,Alex,Inbound,2025-02-09 17:00:00,0,0,0,0,0,0.0,5,0,5
357,Jordan,Outbound,2025-01-06 02:00:00,1,1,0,0,0,0.0,7,1,1
358,Alex,Outbound,2025-03-20 21:00:00,1,1,1,1,1,3684.0,14,0,12
359,Sam,Inbound,2025-01-17 20:00:00,0,0,0,0,0,0.0,11,1,3
360,Alex,Inbound,2025-02-17 11:00:00,1,1,0,0,0,0.0,8,0,1
361,Sam,Referral,2025-03-30 14:00:00,0,0,0,0,0,0.0,7,1,8
362,Sam,Retail,2025-03-09 00:00:00,1,1,1,1,1,2684.0,44,2,11
363,Taylor,Retail,2025-01-05 04:00:00,1,1,1,1,0,0.0,13,0,11
364,Matt,Retail,2025-03-15 20:00:00,0,0,0,0,0,0.0,6,0,12
365,Sam,Outbound,2025-01-15 12:00:00,0,0,0,0,0,0.0,18,0,0
366,Matt,Retail,2025-03-09 10:00:00,0,0,0,0,0,0.0,9,0,6
367,Alex,Outbound,2025-02-25 21:00:00,1,1,1,1,0,0.0,9,0,7
368,Matt,Outbound,2025-01-26 21:00:00,1,1,1,0,0,0.0,12,1,6
369,Matt,Retail,2025-02-08 02:00:00,1,1,1,0,0,0.0,5,0,11
370,Matt,Referral,2025-01-11 14:00:00,1,1,1,1,1,2986.0,21,2,4
371,Matt,Outbound,2025-03-30 19:00:00,1,0,0,0,0,0.0,15,2,13
372,Taylor,Retail,2025-01-22 10:00:00,1,1,1,0,0,0.0,4,0,19
373,Matt,Retail,2025-01-28 18:00:00,1,0,0,0,0,0.0,14,2,13
374,Alex,Retail,2025-02-15 06:00:00,1,1,1,1,1,4262.0,19,1,8
375,Sam,Retail,2025-03-02 12:00:00,1,1,1,0,0,0.0,15,0,9
376,Taylor,Retail,2025-02-15 11:00:00,1,1,1,0,0,0.0,2,1,12
377,Taylor,Referral,2025-02-15 11:00:00,0,0,0,0,0,0.0,6,1,15
378,Matt,Retail,2025-02-22 10:00:00,0,0,0,0,0,0.0,10,1,6
379,Taylor,Retail,2025-03-19 04:00:00,1,1,0,0,0,0.0,16,1,0
380,Sam,Outbound,2025-02-05 13:00:00,0,0,0,0,0,0.0,18,1,14
381,Matt,Inbound,2025-03-16 21:00:00,0,0,0,0,0,0.0,12,1,13
382,Jordan,Referral,2025-03-12 19:00:00,1,0,0,0,0,0.0,5,0,2
383,Taylor,Outbound,2025-03-28 11:00:00,1,0,0,0,0,0.0,10,0,13
384,Alex,Inbound,2025-03-24 04:00:00,1,1,1,1,1,3230.0,32,0,1
385,Matt,Retail,2025-03-13 20:00:00,1,1,0,0,0,0.0,4,0,13
386,Taylor,Events,2025-01-23 04:00:00,0,0,0,0,0,0.0,18,2,15
387,Taylor,Outbound,2025-03-11 16:00:00,0,0,0,0,0,0.0,10,2,0
388,Taylor,Events,2025-03-08 06:00:00,1,0,0,0,0,0.0,2,0,15
389,Taylor,Retail,2025-01-27 01:00:00,0,0,0,0,0,0.0,17,0,2
390,Taylor,Referral,2025-03-03 00:00:00,1,1,1,0,0,0.0,2,1,5
391,Jordan,Inbound,2025-01-23 18:00:00,0,0,0,0,0,0.0,10,0,14
392,Matt,Retail,2025-02-17 01:00:00,0,0,0,0,0,0.0,6,1,7
393,Sam,Inbound,2025-03-13 16:00:00,1,0,0,0,0,0.0,15,1,20
394,Alex,Outbound,2025-01-17 23:00:00,1,1,1,1,0,0.0,3,5,20
395,Jordan,Retail,2025-01-31 07:00:00,0,0,0,0,0,0.0,4,2,20
396,Sam,Inbound,2025-03-13 13:00:00,0,0,0,0,0,0.0,14,0,2
397,Taylor,Outbound,2025-02-10 20:00:00,1,1,1,1,1,3335.0,37,0,3
398,Alex,Retail,2025-03-28 10:00:00,1,1,0,0,0,0.0,2,1,3
399,Alex,Inbound,2025-01-01 17:00:00,1,1,1,0,0,0.0,12,0,12
400,Sam,Retail,2025-03-06 23:00:00,0,0,0,0,0,0.0,20,0,9
401,Matt,Retail,2025-03-15 06:00:00,0,0,0,0,0,0.0,8,1,15
402,Jordan,Referral,2025-03-24 14:00:00,0,0,0,0,0,0.0,13,1,5
403,Sam,Outbound,2025-01-15 02:00:00,0,0,0,0,0,0.0,21,0,4
404,Jordan,Retail,2025-03-30 13:00:00,0,0,0,0,0,0.0,18,0,13
405,Alex,Events,2025-02-05 07:00:00,0,0,0,0,0,0.0,8,2,12
406,Taylor,Referral,2025-02-01 16:00:00,1,0,0,0,0,0.0,19,0,14
407,Alex,Retail,2025-02-01 23:00:00,0,0,0,0,0,0.0,17,0,6
408,Sam,Referral,2025-02-27 10:00:00,1,1,1,1,0,0.0,13,0,11
409,Jordan,Retail,2025-03-01 08:00:00,1,1,0,0,0,0.0,12,1,19
410,Matt,Events,2025-02-12 15:00:00,0,0,0,0,0,0.0,23,1,12
411,Jordan,Outbound,2025-01-07 09:00:00,0,0,0,0,0,0.0,22,0,19
412,Matt,Outbound,2025-03-30 19:00:00,0,0,0,0,0,0.0,24,0,9
413,Taylor,Retail,2025-01-20 23:00:00,1,1,0,0,0,0.0,17,0,0
414,Sam,Referral,2025-01-09 10:00:00,1,1,1,1,1,4489.0,13,0,15
415,Alex,Retail,2025-02-23 18:00:00,1,1,1,0,0,0.0,4,0,9
416,Jordan,Retail,2025-02-07 02:00:00,1,1,0,0,0,0.0,4,0,0
417,Sam,Retail,2025-02-25 09:00:00,1,1,1,1,0,0.0,23,1,2
418,Alex,Outbound,2025-03-20 19:00:00,1,1,1,0,0,0.0,10,0,6
419,Alex,Retail,2025-01-09 18:00:00,1,1,1,1,1,3920.0,12,0,4
420,Jordan,Referral,2025-01-26 13:00:00,0,0,0,0,0,0.0,7,3,14
421,Alex,Outbound,2025-02-16 11:00:00,1,0,0,0,0,0.0,2,1,12
422,Sam,Retail,2025-03-12 21:00:00,1,1,1,1,0,0.0,14,2,6
423,Matt,Retail,2025-02-24 01:00:00,0,0,0,0,0,0.0,15,0,1
424,Taylor,Retail,2025-02-04 10:00:00,1,1,1,1,1,2628.0,42,0,1
425,Alex,Inbound,2025-02-24 21:00:00,0,0,0,0,0,0.0,19,0,19
426,Jordan,Outbound,2025-03-30 04:00:00,0,0,0,0,0,0.0,13,1,7
427,Matt,Retail,2025-02-13 04:00:00,1,1,1,0,0,0.0,24,2,2
428,Alex,Referral,2025-03-21 12:00:00,0,0,0,0,0,0.0,19,0,14
429,Sam,Retail,2025-03-12 04:00:00,0,0,0,0,0,0.0,3,1,18
430,Alex,Outbound,2025-01-28 02:00:00,0,0,0,0,0,0.0,8,0,2
431,Matt,Referral,2025-01-23 10:00:00,0,0,0,0,0,0.0,19,0,19
432,Jordan,Outbound,2025-03-11 07:00:00,0,0,0,0,0,0.0,14,2,15
433,Matt,Outbound,2025-01-19 16:00:00,0,0,0,0,0,0.0,19,0,5
434,Alex,Referral,2025-01-31 07:00:00,1,1,1,1,1,3565.0,26,1,16
435,Jordan,Retail,2025-01-22 04:00:00,0,0,0,0,0,0.0,2,0,8
436,Jordan,Retail,2025-02-24 13:00:00,0,0,0,0,0,0.0,20,1,13
437,Sam,Retail,2025-01-27 11:00:00,0,0,0,0,0,0.0,20,0,2
438,Sam,Inbound,2025-03-01 06:00:00,0,0,0,0,0,0.0,16,1,5
439,Taylor,Outbound,2025-03-26 03:00:00,1,1,1,0,0,0.0,11,0,16
440,Matt,Inbound,2025-03-16 15:00:00,0,0,0,0,0,0.0,2,0,16
441,Alex,Referral,2025-03-27 07:00:00,0,0,0,0,0,0.0,18,1,0
442,Matt,Retail,2025-01-03 04:00:00,1,1,1,0,0,0.0,17,2,4
443,Matt,Outbound,2025-02-10 23:00:00,1,1,0,0,0,0.0,17,2,12
444,Alex,Retail,2025-01-20 19:00:00,1,1,0,0,0,0.0,5,2,19
445,Jordan,Retail,2025-03-24 14:00:00,1,0,0,0,0,0.0,18,0,14
446,Taylor,Outbound,2025-03-06 01:00:00,0,0,0,0,0,0.0,18,1,14
447,Sam,Events,2025-01-29 19:00:00,1,1,1,0,0,0.0,21,1,8
448,Sam,Inbound,2025-02-20 17:00:00,1,1,1,1,0,0.0,15,0,1
449,Sam,Retail,2025-02-24 11:00:00,0,0,0,0,0,0.0,18,0,16
450,Matt,Inbound,2025-02-14 14:00:00,0,0,0,0,0,0.0,11,1,16
451,Taylor,Retail,2025-02-12 16:00:00,0,0,0,0,0,0.0,18,1,9
452,Taylor,Referral,2025-01-05 23:00:00,0,0,0,0,0,0.0,17,0,10
453,Matt,Outbound,2025-02-10 17:00:00,0,0,0,0,0,0.0,19,0,4
454,Jordan,Retail,2025-02-01 08:00:00,0,0,0,0,0,0.0,21,0,9
455,Taylor,Retail,2025-03-15 15:00:00,0,0,0,0,0,0.0,2,1,5
456,Jordan,Retail,2025-03-19 20:00:00,1,1,1,1,1,4624.0,21,0,8
457,Taylor,Events,2025-03-09 12:00:00,0,0,0,0,0,0.0,20,0,2
458,Taylor,Inbound,2025-01-03 18:00:00,1,0,0,0,0,0.0,14,1,12
459,Jordan,Outbound,2025-03-17 17:00:00,1,1,1,1,0,0.0,13,0,5
460,Matt,Inbound,2025-02-05 16:00:00,1,1,0,0,0,0.0,18,1,15
461,Alex,Inbound,2025-02-07 11:00:00,0,0,0,0,0,0.0,12,0,10
462,Alex,Retail,2025-03-27 01:00:00,0,0,0,0,0,0.0,11,1,18
463,Jordan,Referral,2025-03-20 01:00:00,1,1,1,1,1,4446.0,37,1,4
464,Jordan,Retail,2025-01-05 13:00:00,0,0,0,0,0,0.0,20,0,5
465,Jordan,Inbound,2025-02-02 09:00:00,1,1,1,1,0,0.0,6,1,5
466,Matt,Outbound,2025-03-09 11:00:00,0,0,0,0,0,0.0,21,0,13
467,Alex,Inbound,2025-02-18 11:00:00,0,0,0,0,0,0.0,9,1,2
468,Sam,Referral,2025-01-24 04:00:00,0,0,0,0,0,0.0,5,0,14
469,Matt,Retail,2025-02-17 05:00:00,0,0,0,0,0,0.0,22,0,17
470,Alex,Inbound,2025-03-19 23:00:00,1,0,0,0,0,0.0,7,1,14
471,Taylor,Retail,2025-01-21 02:00:00,1,1,0,0,0,0.0,6,0,2
472,Matt,Inbound,2025-03-09 03:00:00,0,0,0,0,0,0.0,8,0,10
473,Jordan,Retail,2025-03-08 03:00:00,0,0,0,0,0,0.0,13,0,11
474,Alex,Retail,2025-03-21 17:00:00,1,1,1,1,0,0.0,5,0,8
475,Matt,Retail,2025-01-27 19:00:00,1,1,1,0,0,0.0,5,1,9
476,Jordan,Retail,2025-01-20 10:00:00,1,1,1,1,0,0.0,11,0,16
477,Jordan,Retail,2025-02-19 06:00:00,1,0,0,0,0,0.0,7,0,17
478,Matt,Inbound,2025-02-17 19:00:00,1,0,0,0,0,0.0,6,0,6
479,Matt,Inbound,2025-02-06 20:00:00,1,0,0,0,0,0.0,22,0,6
480,Matt,Retail,2025-03-12 03:00:00,0,0,0,0,0,0.0,15,1,4
481,Sam,Retail,2025-03-13 21:00:00,1,1,1,1,1,1867.0,8,1,8
482,Taylor,Retail,2025-01-23 02:00:00,1,1,1,1,0,0.0,4,2,11
483,Matt,Inbound,2025-03-13 14:00:00,1,0,0,0,0,0.0,20,0,14
484,Alex,Retail,2025-01-21 18:00:00,1,1,1,1,1,2729.0,38,1,5
485,Alex,Retail,2025-02-06 16:00:00,0,0,0,0,0,0.0,5,0,4
486,Alex,Retail,2025-01-03 10:00:00,1,1,1,0,0,0.0,17,1,0
487,Alex,Inbound,2025-01-31 15:00:00,0,0,0,0,0,0.0,21,1,1
488,Matt,Retail,2025-03-28 06:00:00,0,0,0,0,0,0.0,11,0,1
489,Jordan,Inbound,2025-02-09 19:00:00,1,1,1,1,0,0.0,19,0,4
490,Alex,Inbound,2025-03-05 21:00:00,0,0,0,0,0,0.0,11,0,14
491,Alex,Outbound,2025-01-10 17:00:00,0,0,0,0,0,0.0,4,3,16
492,Alex,Inbound,2025-02-27 04:00:00,1,1,0,0,0,0.0,20,0,20
493,Taylor,Outbound,2025-02-03 10:00:00,1,0,0,0,0,0.0,23,0,11
494,Sam,Retail,2025-03-08 23:00:00,0,0,0,0,0,0.0,24,0,9
495,Jordan,Outbound,2025-03-25 12:00:00,0,0,0,0,0,0.0,4,1,18
496,Alex,Inbound,2025-02-17 20:00:00,1,0,0,0,0,0.0,14,0,3
497,Taylor,Retail,2025-01-10 06:00:00,0,0,0,0,0,0.0,16,0,13
498,Taylor,Inbound,2025-02-12 20:00:00,1,1,1,1,0,0.0,3,1,17
499,Matt,Retail,2025-01-12 01:00:00,0,0,0,0,0,0.0,23,1,10
500,Taylor,Inbound,2025-02-10 10:00:00,1,0,0,0,0,0.0,4,1,5
501,Sam,Outbound,2025-01-06 12:00:00,1,1,1,1,1,3092.0,21,0,13
502,Matt,Referral,2025-02-27 15:00:00,0,0,0,0,0,0.0,24,0,20
503,Sam,Referral,2025-01-28 22:00:00,0,0,0,0,0,0.0,14,2,4
504,Matt,Inbound,2025-01-19 03:00:00,0,0,0,0,0,0.0,17,0,11
505,Matt,Inbound,2025-01-02 13:00:00,1,1,1,0,0,0.0,13,0,1
506,Matt,Outbound,2025-03-21 22:00:00,1,1,1,1,0,0.0,19,1,4
507,Jordan,Retail,2025-03-17 08:00:00,0,0,0,0,0,0.0,3,1,16
508,Sam,Referral,2025-03-15 01:00:00,0,0,0,0,0,0.0,17,0,10
509,Jordan,Inbound,2025-01-06 05:00:00,1,1,0,0,0,0.0,3,0,4
510,Matt,Retail,2025-02-01 11:00:00,0,0,0,0,0,0.0,6,0,7
511,Matt,Retail,2025-03-29 10:00:00,1,0,0,0,0,0.0,13,0,2
512,Taylor,Referral,2025-02-22 01:00:00,1,1,1,1,0,0.0,12,1,16
513,Taylor,Retail,2025-01-12 13:00:00,1,0,0,0,0,0.0,5,0,19
514,Sam,Retail,2025-01-13 16:00:00,1,0,0,0,0,0.0,20,0,2
515,Matt,Retail,2025-01-24 16:00:00,1,0,0,0,0,0.0,8,0,4
516,Taylor,Retail,2025-03-29 12:00:00,0,0,0,0,0,0.0,21,1,17
517,Sam,Retail,2025-01-16 06:00:00,1,1,1,1,1,3547.0,37,0,18
518,Jordan,Outbound,2025-03-23 06:00:00,1,1,1,1,1,4001.0,19,0,16
519,Matt,Retail,2025-03-03 00:00:00,1,1,0,0,0,0.0,8,0,15
520,Taylor,Outbound,2025-03-24 23:00:00,1,1,1,1,0,0.0,15,0,18
521,Jordan,Referral,2025-03-16 08:00:00,1,1,1,1,1,3186.0,9,0,7
522,Matt,Retail,2025-01-30 21:00:00,0,0,0,0,0,0.0,5,1,18
523,Alex,Retail,2025-03-16 12:00:00,1,1,0,0,0,0.0,15,0,18
524,Jordan,Inbound,2025-01-16 05:00:00,0,0,0,0,0,0.0,24,0,4
525,Matt,Retail,2025-01-27 04:00:00,0,0,0,0,0,0.0,5,1,1
526,Alex,Retail,2025-01-20 01:00:00,1,1,1,0,0,0.0,7,1,10
527,Jordan,Events,2025-01-12 23:00:00,0,0,0,0,0,0.0,13,1,15
528,Taylor,Events,2025-01-09 02:00:00,0,0,0,0,0,0.0,18,0,17
529,Matt,Outbound,2025-01-17 20:00:00,0,0,0,0,0,0.0,5,0,2
530,Jordan,Retail,2025-01-11 19:00:00,0,0,0,0,0,0.0,7,0,7
531,Taylor,Outbound,2025-02-04 05:00:00,0,0,0,0,0,0.0,7,2,16
532,Taylor,Outbound,2025-01-07 10:00:00,0,0,0,0,0,0.0,16,0,1
533,Taylor,Retail,2025-01-06 12:00:00,0,0,0,0,0,0.0,3,0,15
534,Matt,Inbound,2025-03-31 02:00:00,1,1,1,1,0,0.0,17,0,6
535,Taylor,Retail,2025-01-08 21:00:00,0,0,0,0,0,0.0,11,1,0
536,Taylor,Retail,2025-01-07 15:00:00,0,0,0,0,0,0.0,9,0,5
537,Alex,Inbound,2025-01-03 17:00:00,0,0,0,0,0,0.0,21,2,15
538,Jordan,Retail,2025-01-12 22:00:00,1,1,0,0,0,0.0,20,0,18
539,Jordan,Retail,2025-02-17 12:00:00,1,1,1,1,0,0.0,20,1,1
540,Jordan,Referral,2025-03-16 10:00:00,1,1,1,1,1,3103.0,35,0,9
541,Alex,Events,2025-03-08 03:00:00,1,0,0,0,0,0.0,7,0,4
542,Taylor,Inbound,2025-02-22 05:00:00,1,1,1,1,0,0.0,21,1,14
543,Taylor,Referral,2025-01-08 15:00:00,1,0,0,0,0,0.0,6,1,16
544,Alex,Events,2025-03-11 16:00:00,1,1,1,1,0,0.0,9,2,20
545,Taylor,Retail,2025-01-04 08:00:00,1,1,1,1,0,0.0,14,0,7
546,Alex,Retail,2025-02-26 18:00:00,1,1,1,1,1,2258.0,7,0,6
547,Sam,Retail,2025-02-06 20:00:00,0,0,0,0,0,0.0,15,1,6
548,Jordan,Retail,2025-03-21 09:00:00,1,0,0,0,0,0.0,14,1,15
549,Jordan,Outbound,2025-01-28 16:00:00,1,1,0,0,0,0.0,10,0,9
550,Matt,Retail,2025-02-27 11:00:00,1,0,0,0,0,0.0,15,1,0
551,Sam,Inbound,2025-02-09 14:00:00,1,0,0,0,0,0.0,12,1,19
552,Alex,Retail,2025-02-16 23:00:00,1,1,1,1,0,0.0,12,2,2
553,Alex,Retail,2025-03-26 11:00:00,0,0,0,0,0,0.0,15,0,19
554,Matt,Referral,2025-03-06 03:00:00,0,0,0,0,0,0.0,15,0,3
555,Taylor,Retail,2025-02-07 07:00:00,1,1,1,0,0,0.0,9,1,11
556,Matt,Retail,2025-02-10 06:00:00,0,0,0,0,0,0.0,5,0,6
557,Sam,Retail,2025-03-05 09:00:00,1,1,0,0,0,0.0,8,1,14
558,Taylor,Inbound,2025-02-01 03:00:00,1,0,0,0,0,0.0,11,0,8
559,Matt,Inbound,2025-01-16 02:00:00,1,1,1,0,0,0.0,5,1,7
560,Jordan,Inbound,2025-02-12 02:00:00,1,1,0,0,0,0.0,6,0,10
561,Jordan,Retail,2025-01-07 03:00:00,0,0,0,0,0,0.0,23,2,20
562,Alex,Retail,2025-01-16 06:00:00,0,0,0,0,0,0.0,8,1,5
563,Sam,Referral,2025-02-07 20:00:00,0,0,0,0,0,0.0,18,0,4
564,Jordan,Inbound,2025-03-13 16:00:00,1,1,0,0,0,0.0,4,1,1
565,Jordan,Inbound,2025-03-12 07:00:00,0,0,0,0,0,0.0,24,0,15
566,Jordan,Outbound,2025-01-24 11:00:00,1,0,0,0,0,0.0,6,1,14
567,Taylor,Outbound,2025-02-07 23:00:00,1,0,0,0,0,0.0,11,0,12
568,Sam,Retail,2025-01-14 19:00:00,1,1,1,1,0,0.0,19,0,0
569,Alex,Retail,2025-03-09 23:00:00,0,0,0,0,0,0.0,6,1,16
570,Taylor,Inbound,2025-01-23 04:00:00,0,0,0,0,0,0.0,14,1,16
571,Taylor,Retail,2025-03-13 22:00:00,1,1,1,1,1,4317.0,24,1,19
572,Taylor,Referral,2025-03-17 18:00:00,0,0,0,0,0,0.0,2,0,19
573,Sam,Inbound,2025-03-04 00:00:00,0,0,0,0,0,0.0,2,0,5
574,Alex,Outbound,2025-01-30 17:00:00,0,0,0,0,0,0.0,20,1,14
575,Sam,Referral,2025-03-27 18:00:00,1,1,0,0,0,0.0,8,1,8
576,Alex,Inbound,2025-03-03 17:00:00,0,0,0,0,0,0.0,22,0,12
577,Alex,Referral,2025-02-28 03:00:00,0,0,0,0,0,0.0,23,2,6
578,Jordan,Inbound,2025-03-19 01:00:00,0,0,0,0,0,0.0,22,1,13
579,Taylor,Referral,2025-03-21 07:00:00,1,1,1,0,0,0.0,24,1,20
580,Jordan,Retail,2025-01-07 23:00:00,0,0,0,0,0,0.0,20,0,13
581,Alex,Inbound,2025-03-21 08:00:00,1,1,1,0,0,0.0,10,0,19
582,Jordan,Inbound,2025-03-10 20:00:00,0,0,0,0,0,0.0,24,0,19
583,Alex,Retail,2025-01-19 14:00:00,1,1,0,0,0,0.0,9,0,2
584,Sam,Retail,2025-01-28 16:00:00,1,1,0,0,0,0.0,15,0,20
585,Alex,Referral,2025-03-09 17:00:00,1,0,0,0,0,0.0,2,1,17
586,Jordan,Inbound,2025-01-20 11:00:00,1,0,0,0,0,0.0,24,0,8
587,Alex,Retail,2025-02-10 17:00:00,1,1,1,1,0,0.0,15,0,12
588,Alex,Retail,2025-03-04 00:00:00,1,1,0,0,0,0.0,23,1,12
589,Taylor,Retail,2025-02-28 13:00:00,1,1,1,1,1,2311.0,26,0,16
590,Alex,Retail,2025-03-23 21:00:00,1,1,0,0,0,0.0,9,1,16
591,Matt,Referral,2025-01-11 00:00:00,0,0,0,0,0,0.0,14,1,2
592,Alex,Retail,2025-01-27 13:00:00,0,0,0,0,0,0.0,21,1,0
593,Jordan,Retail,2025-03-30 15:00:00,0,0,0,0,0,0.0,14,2,5
594,Matt,Inbound,2025-02-21 04:00:00,1,1,1,1,1,3693.0,40,0,11
595,Alex,Retail,2025-01-23 09:00:00,1,1,1,1,1,3366.0,35,0,17
596,Matt,Retail,2025-01-27 02:00:00,0,0,0,0,0,0.0,19,0,13
597,Jordan,Outbound,2025-01-31 12:00:00,1,0,0,0,0,0.0,18,2,2
598,Sam,Inbound,2025-02-19 21:00:00,1,0,0,0,0,0.0,22,3,15
599,Taylor,Events,2025-01-26 14:00:00,0,0,0,0,0,0.0,3,0,9
600,Alex,Inbound,2025-02-25 23:00:00,0,0,0,0,0,0.0,10,0,7
601,Taylor,Inbound,2025-02-10 01:00:00,1,1,1,1,0,0.0,4,0,16
602,Alex,Outbound,2025-02-24 22:00:00,0,0,0,0,0,0.0,11,0,6
603,Sam,Referral,2025-01-14 23:00:00,1,1,0,0,0,0.0,19,0,12
604,Jordan,Outbound,2025-02-26 02:00:00,0,0,0,0,0,0.0,16,0,3
605,Sam,Events,2025-03-25 05:00:00,1,0,0,0,0,0.0,19,0,8
606,Sam,Outbound,2025-01-13 03:00:00,1,1,1,1,0,0.0,18,0,11
607,Jordan,Referral,2025-01-30 11:00:00,0,0,0,0,0,0.0,24,0,13
608,Alex,Retail,2025-03-04 10:00:00,1,1,1,1,0,0.0,22,0,19
609,Jordan,Outbound,2025-02-25 13:00:00,0,0,0,0,0,0.0,15,0,6
610,Taylor,Retail,2025-03-02 17:00:00,1,1,0,0,0,0.0,22,1,18
611,Taylor,Inbound,2025-02-20 08:00:00,0,0,0,0,0,0.0,3,0,17
612,Taylor,Outbound,2025-03-03 10:00:00,0,0,0,0,0,0.0,18,0,7
613,Matt,Events,2025-02-24 20:00:00,1,1,1,1,0,0.0,14,0,2
614,Jordan,Events,2025-01-07 15:00:00,0,0,0,0,0,0.0,24,0,5
615,Matt,Retail,2025-03-09 14:00:00,1,1,1,1,1,3118.0,31,0,13
616,Sam,Outbound,2025-02-10 05:00:00,1,1,1,1,0,0.0,6,1,16
617,Taylor,Outbound,2025-01-05 15:00:00,1,1,1,1,0,0.0,18,0,12
618,Matt,Retail,2025-02-06 19:00:00,0,0,0,0,0,0.0,23,1,15
619,Sam,Retail,2025-02-09 03:00:00,0,0,0,0,0,0.0,2,0,2
620,Taylor,Retail,2025-01-08 19:00:00,0,0,0,0,0,0.0,3,0,10
621,Taylor,Outbound,2025-03-31 15:00:00,0,0,0,0,0,0.0,17,1,18
622,Alex,Inbound,2025-01-21 00:00:00,0,0,0,0,0,0.0,14,1,8
623,Matt,Events,2025-01-30 18:00:00,1,1,1,1,0,0.0,14,0,18
624,Taylor,Inbound,2025-02-09 16:00:00,0,0,0,0,0,0.0,4,1,2
625,Taylor,Events,2025-03-16 22:00:00,0,0,0,0,0,0.0,15,0,20
626,Jordan,Retail,2025-03-08 20:00:00,1,1,1,1,1,4187.0,29,0,16
627,Taylor,Outbound,2025-03-11 09:00:00,0,0,0,0,0,0.0,21,1,13
628,Matt,Retail,2025-01-22 08:00:00,1,1,1,0,0,0.0,10,0,12
629,Sam,Inbound,2025-03-18 02:00:00,1,1,1,1,0,0.0,10,1,19
630,Matt,Outbound,2025-03-16 16:00:00,1,1,1,1,1,4823.0,33,2,7
631,Taylor,Referral,2025-02-11 17:00:00,1,1,1,1,1,2982.0,18,1,3
632,Sam,Outbound,2025-02-19 02:00:00,1,0,0,0,0,0.0,16,0,19
633,Taylor,Retail,2025-01-04 08:00:00,0,0,0,0,0,0.0,8,3,2
