lead_id,owner,source,created_at,appt_set,appt_show,qualified,proposal,closed_won,deal_size,cycle_days,tasks_overdue
333,Alex,Retail,2025-01-23 08:00:00,0,0,0,0,0,0.0,19,0
334,Taylor,Outbound,2025-03-18 08:00:00,1,1,1,1,0,0.0,7,0
335,Jordan,Outbound,2025-01-07 12:00:00,1,1,0,0,0,0.0,5,1
336,Taylor,Inbound,2025-01-21 11:00:00,0,0,0,0,0,0.0,2,1
337,Taylor,Outbound,2025-02-17 01:00:00,0,0,0,0,0,0.0,4,1
338,Alex,Events,2025-01-05 13:00:00,1,0,0,0,0,0.0,20,1
339,Alex,Retail,2025-03-19 05:00:00,0,0,0,0,0,0.0,20,1
340,Taylor,Inbound,2025-03-20 01:00:00,1,1,0,0,0,0.0,13,1
341,Sam,Retail,2025-02-18 17:00:00,1,1,1,1,1,3650.0,44,1
342,Alex,Outbound,2025-01-28 12:00:00,1,0,0,0,0,0.0,9,1
343,Sam,Inbound,2025-01-09 21:00:00,0,0,0,0,0,0.0,6,0
344,Jordan,Retail,2025-02-25 16:00:00,1,1,1,1,0,0.0,2,1
345,Taylor,Retail,2025-02-18 09:00:00,0,0,0,0,0,0.0,17,0
346,Alex,Referral,2025-03-10 09:00:00,1,1,0,0,0,0.0,2,3
347,Taylor,Retail,2025-02-24 05:00:00,0,0,0,0,0,0.0,4,0
348,Taylor,Outbound,2025-01-12 13:00:00,0,0,0,0,0,0.0,20,1
349,Matt,Retail,2025-01-11 23:00:00,1,1,1,0,0,0.0,15,1
350,Matt,Events,2025-03-12 06:00:00,1,1,0,0,0,0.0,13,2
351,Jordan,Retail,2025-01-15 07:00:00,1,1,1,0,0,0.0,7,0
352,Matt,Retail,2025-03-26 11:00:00,0,0,0,0,0,0.0,5,0
353,Alex,Referral,2025-01-10 12:00:00,1,1,1,0,0,0.0,12,0
354,Jordan,Referral,2025-03-07 13:00:00,1,1,1,0,0,0.0,10,1
355,Taylor,Retail,2025-03-29 18:00:00,1,1,0,0,0,0.0,14,0
356,Taylor,Inbound,2025-02-09 17:00:00,0,0,0,0,0,0.0,5,0
357,Matt,Outbound,2025-01-06 02:00:00,1,1,0,0,0,0.0,7,1
358,Taylor,Referral,2025-03-20 21:00:00,1,1,1,1,1,3684.0,14,0
359,Matt,Retail,2025-01-17 20:00:00,0,0,0,0,0,0.0,11,1
360,Sam,Inbound,2025-02-17 11:00:00,1,1,0,0,0,0.0,8,0
361,Taylor,Outbound,2025-03-30 14:00:00,0,0,0,0,0,0.0,7,1
362,Taylor,Outbound,2025-03-09 00:00:00,1,1,1,1,1,2684.0,44,2
363,Alex,Outbound,2025-01-05 04:00:00,1,1,1,1,0,0.0,13,0
364,Taylor,Inbound,2025-03-15 20:00:00,0,0,0,0,0,0.0,6,0
365,Matt,Retail,2025-01-15 12:00:00,0,0,0,0,0,0.0,18,0
366,Jordan,Referral,2025-03-09 10:00:00,0,0,0,0,0,0.0,9,0
367,Jordan,Referral,2025-02-25 21:00:00,1,1,1,1,0,0.0,9,0
368,Alex,Outbound,2025-01-26 21:00:00,1,1,1,0,0,0.0,12,1
369,Matt,Retail,2025-02-08 02:00:00,1,1,1,0,0,0.0,5,0
370,Sam,Retail,2025-01-11 14:00:00,1,1,1,1,1,2986.0,21,2
371,Alex,Outbound,2025-03-30 19:00:00,1,0,0,0,0,0.0,15,2
372,Sam,Retail,2025-01-22 10:00:00,1,1,1,0,0,0.0,4,0
373,Jordan,Events,2025-01-28 18:00:00,1,0,0,0,0,0.0,14,2
374,Alex,Retail,2025-02-15 06:00:00,1,1,1,1,1,4262.0,19,1
375,Taylor,Outbound,2025-03-02 12:00:00,1,1,1,0,0,0.0,15,0
376,Matt,Referral,2025-02-15 11:00:00,1,1,1,0,0,0.0,2,1
377,Sam,Retail,2025-02-15 11:00:00,0,0,0,0,0,0.0,6,1
378,Sam,Retail,2025-02-22 10:00:00,0,0,0,0,0,0.0,10,1
379,Alex,Inbound,2025-03-19 04:00:00,1,1,0,0,0,0.0,16,1
380,Alex,Inbound,2025-02-05 13:00:00,0,0,0,0,0,0.0,18,1
381,Matt,Retail,2025-03-16 21:00:00,0,0,0,0,0,0.0,12,1
382,Taylor,Inbound,2025-03-12 19:00:00,1,0,0,0,0,0.0,5,0
383,Taylor,Referral,2025-03-28 11:00:00,1,0,0,0,0,0.0,10,0
384,Alex,Inbound,2025-03-24 04:00:00,1,1,1,1,1,3230.0,32,0
385,Matt,Retail,2025-03-13 20:00:00,1,1,0,0,0,0.0,4,0
386,Matt,Retail,2025-01-23 04:00:00,0,0,0,0,0,0.0,18,2
387,Matt,Retail,2025-03-11 16:00:00,0,0,0,0,0,0.0,10,2
388,Taylor,Retail,2025-03-08 06:00:00,1,0,0,0,0,0.0,2,0
389,Taylor,Retail,2025-01-27 01:00:00,0,0,0,0,0,0.0,17,0
390,Matt,Outbound,2025-03-03 00:00:00,1,1,1,0,0,0.0,2,1
391,Sam,Retail,2025-01-23 18:00:00,0,0,0,0,0,0.0,10,0
392,Matt,Events,2025-02-17 01:00:00,0,0,0,0,0,0.0,6,1
393,Alex,Retail,2025-03-13 16:00:00,1,0,0,0,0,0.0,15,1
394,Jordan,Retail,2025-01-17 23:00:00,1,1,1,1,0,0.0,3,5
395,Sam,Outbound,2025-01-31 07:00:00,0,0,0,0,0,0.0,4,2
396,Taylor,Referral,2025-03-13 13:00:00,0,0,0,0,0,0.0,14,0
397,Matt,Retail,2025-02-10 20:00:00,1,1,1,1,1,3335.0,37,0
398,Matt,Retail,2025-03-28 10:00:00,1,1,0,0,0,0.0,2,1
399,Alex,Retail,2025-01-01 17:00:00,1,1,1,0,0,0.0,12,0
400,Alex,Inbound,2025-03-06 23:00:00,0,0,0,0,0,0.0,20,0
401,Taylor,Inbound,2025-03-15 06:00:00,0,0,0,0,0,0.0,8,1
402,Sam,Retail,2025-03-24 14:00:00,0,0,0,0,0,0.0,13,1
403,Alex,Retail,2025-01-15 02:00:00,0,0,0,0,0,0.0,21,0
404,Taylor,Inbound,2025-03-30 13:00:00,0,0,0,0,0,0.0,18,0
405,Jordan,Events,2025-02-05 07:00:00,0,0,0,0,0,0.0,8,2
406,Jordan,Outbound,2025-02-01 16:00:00,1,0,0,0,0,0.0,19,0
407,Jordan,Inbound,2025-02-01 23:00:00,0,0,0,0,0,0.0,17,0
408,Matt,Retail,2025-02-27 10:00:00,1,1,1,1,0,0.0,13,0
409,Taylor,Retail,2025-03-01 08:00:00,1,1,0,0,0,0.0,12,1
410,Matt,Retail,2025-02-12 15:00:00,0,0,0,0,0,0.0,23,1
411,Matt,Outbound,2025-01-07 09:00:00,0,0,0,0,0,0.0,22,0
412,Alex,Referral,2025-03-30 19:00:00,0,0,0,0,0,0.0,24,0
413,Alex,Referral,2025-01-20 23:00:00,1,1,0,0,0,0.0,17,0
414,Matt,Events,2025-01-09 10:00:00,1,1,1,1,1,4489.0,13,0
415,Matt,Events,2025-02-23 18:00:00,1,1,1,0,0,0.0,4,0
416,Sam,Events,2025-02-07 02:00:00,1,1,0,0,0,0.0,4,0
417,Taylor,Retail,2025-02-25 09:00:00,1,1,1,1,0,0.0,23,1
418,Matt,Retail,2025-03-20 19:00:00,1,1,1,0,0,0.0,10,0
419,Alex,Retail,2025-01-09 18:00:00,1,1,1,1,1,3920.0,12,0
420,Jordan,Inbound,2025-01-26 13:00:00,0,0,0,0,0,0.0,7,3
421,Taylor,Retail,2025-02-16 11:00:00,1,0,0,0,0,0.0,2,1
422,Sam,Referral,2025-03-12 21:00:00,1,1,1,1,0,0.0,14,2
423,Sam,Inbound,2025-02-24 01:00:00,0,0,0,0,0,0.0,15,0
424,Jordan,Inbound,2025-02-04 10:00:00,1,1,1,1,1,2628.0,42,0
425,Jordan,Retail,2025-02-24 21:00:00,0,0,0,0,0,0.0,19,0
426,Matt,Retail,2025-03-30 04:00:00,0,0,0,0,0,0.0,13,1
427,Taylor,Retail,2025-02-13 04:00:00,1,1,1,0,0,0.0,24,2
428,Taylor,Referral,2025-03-21 12:00:00,0,0,0,0,0,0.0,19,0
429,Matt,Inbound,2025-03-12 04:00:00,0,0,0,0,0,0.0,3,1
430,Sam,Outbound,2025-01-28 02:00:00,0,0,0,0,0,0.0,8,0
431,Matt,Retail,2025-01-23 10:00:00,0,0,0,0,0,0.0,19,0
432,Sam,Retail,2025-03-11 07:00:00,0,0,0,0,0,0.0,14,2
433,Taylor,Retail,2025-01-19 16:00:00,0,0,0,0,0,0.0,19,0
434,Matt,Outbound,2025-01-31 07:00:00,1,1,1,1,1,3565.0,26,1
435,Jordan,Outbound,2025-01-22 04:00:00,0,0,0,0,0,0.0,2,0
436,Matt,Retail,2025-02-24 13:00:00,0,0,0,0,0,0.0,20,1
437,Jordan,Referral,2025-01-27 11:00:00,0,0,0,0,0,0.0,20,0
438,Taylor,Retail,2025-03-01 06:00:00,0,0,0,0,0,0.0,16,1
439,Matt,Referral,2025-03-26 03:00:00,1,1,1,0,0,0.0,11,0
440,Alex,Retail,2025-03-16 15:00:00,0,0,0,0,0,0.0,2,0
441,Taylor,Retail,2025-03-27 07:00:00,0,0,0,0,0,0.0,18,1
442,Alex,Referral,2025-01-03 04:00:00,1,1,1,0,0,0.0,17,2
443,Matt,Retail,2025-02-10 23:00:00,1,1,0,0,0,0.0,17,2
444,Jordan,Retail,2025-01-20 19:00:00,1,1,0,0,0,0.0,5,2
445,Jordan,Retail,2025-03-24 14:00:00,1,0,0,0,0,0.0,18,0
446,Sam,Retail,2025-03-06 01:00:00,0,0,0,0,0,0.0,18,1
447,Alex,Outbound,2025-01-29 19:00:00,1,1,1,0,0,0.0,21,1
448,Taylor,Referral,2025-02-20 17:00:00,1,1,1,1,0,0.0,15,0
449,Jordan,Referral,2025-02-24 11:00:00,0,0,0,0,0,0.0,18,0
450,Alex,Retail,2025-02-14 14:00:00,0,0,0,0,0,0.0,11,1
451,Taylor,Inbound,2025-02-12 16:00:00,0,0,0,0,0,0.0,18,1
452,Taylor,Retail,2025-01-05 23:00:00,0,0,0,0,0,0.0,17,0
453,Jordan,Retail,2025-02-10 17:00:00,0,0,0,0,0,0.0,19,0
454,Matt,Retail,2025-02-01 08:00:00,0,0,0,0,0,0.0,21,0
455,Jordan,Referral,2025-03-15 15:00:00,0,0,0,0,0,0.0,2,1
456,Jordan,Referral,2025-03-19 20:00:00,1,1,1,1,1,4624.0,21,0
457,Matt,Outbound,2025-03-09 12:00:00,0,0,0,0,0,0.0,20,0
458,Sam,Inbound,2025-01-03 18:00:00,1,0,0,0,0,0.0,14,1
459,Taylor,Inbound,2025-03-17 17:00:00,1,1,1,1,0,0.0,13,0
460,Matt,Inbound,2025-02-05 16:00:00,1,1,0,0,0,0.0,18,1
461,Sam,Inbound,2025-02-07 11:00:00,0,0,0,0,0,0.0,12,0
462,Matt,Retail,2025-03-27 01:00:00,0,0,0,0,0,0.0,11,1
463,Sam,Retail,2025-03-20 01:00:00,1,1,1,1,1,4446.0,37,1
464,Jordan,Retail,2025-01-05 13:00:00,0,0,0,0,0,0.0,20,0
465,Matt,Events,2025-02-02 09:00:00,1,1,1,1,0,0.0,6,1
466,Taylor,Inbound,2025-03-09 11:00:00,0,0,0,0,0,0.0,21,0
467,Matt,Events,2025-02-18 11:00:00,0,0,0,0,0,0.0,9,1
468,Jordan,Retail,2025-01-24 04:00:00,0,0,0,0,0,0.0,5,0
469,Matt,Inbound,2025-02-17 05:00:00,0,0,0,0,0,0.0,22,0
470,Taylor,Retail,2025-03-19 23:00:00,1,0,0,0,0,0.0,7,1
471,Sam,Retail,2025-01-21 02:00:00,1,1,0,0,0,0.0,6,0
472,Taylor,Retail,2025-03-09 03:00:00,0,0,0,0,0,0.0,8,0
473,Jordan,Retail,2025-03-08 03:00:00,0,0,0,0,0,0.0,13,0
474,Jordan,Referral,2025-03-21 17:00:00,1,1,1,1,0,0.0,5,0
475,Sam,Retail,2025-01-27 19:00:00,1,1,1,0,0,0.0,5,1
476,Sam,Inbound,2025-01-20 10:00:00,1,1,1,1,0,0.0,11,0
477,Taylor,Inbound,2025-02-19 06:00:00,1,0,0,0,0,0.0,7,0
478,Matt,Retail,2025-02-17 19:00:00,1,0,0,0,0,0.0,6,0
479,Sam,Inbound,2025-02-06 20:00:00,1,0,0,0,0,0.0,22,0
480,Matt,Retail,2025-03-12 03:00:00,0,0,0,0,0,0.0,15,1
481,Alex,Events,2025-03-13 21:00:00,1,1,1,1,1,1867.0,8,1
482,Taylor,Outbound,2025-01-23 02:00:00,1,1,1,1,0,0.0,4,2
483,Alex,Outbound,2025-03-13 14:00:00,1,0,0,0,0,0.0,20,0
484,Sam,Inbound,2025-01-21 18:00:00,1,1,1,1,1,2729.0,38,1
485,Jordan,Retail,2025-02-06 16:00:00,0,0,0,0,0,0.0,5,0
486,Alex,Referral,2025-01-03 10:00:00,1,1,1,0,0,0.0,17,1
487,Alex,Retail,2025-01-31 15:00:00,0,0,0,0,0,0.0,21,1
488,Jordan,Retail,2025-03-28 06:00:00,0,0,0,0,0,0.0,11,0
489,Sam,Retail,2025-02-09 19:00:00,1,1,1,1,0,0.0,19,0
490,Sam,Outbound,2025-03-05 21:00:00,0,0,0,0,0,0.0,11,0
491,Taylor,Inbound,2025-01-10 17:00:00,0,0,0,0,0,0.0,4,3
492,Taylor,Outbound,2025-02-27 04:00:00,1,1,0,0,0,0.0,20,0
493,Sam,Outbound,2025-02-03 10:00:00,1,0,0,0,0,0.0,23,0
494,Sam,Retail,2025-03-08 23:00:00,0,0,0,0,0,0.0,24,0
495,Alex,Referral,2025-03-25 12:00:00,0,0,0,0,0,0.0,4,1
496,Jordan,Retail,2025-02-17 20:00:00,1,0,0,0,0,0.0,14,0
497,Matt,Inbound,2025-01-10 06:00:00,0,0,0,0,0,0.0,16,0
498,Alex,Retail,2025-02-12 20:00:00,1,1,1,1,0,0.0,3,1
499,Taylor,Events,2025-01-12 01:00:00,0,0,0,0,0,0.0,23,1
500,Jordan,Retail,2025-02-10 10:00:00,1,0,0,0,0,0.0,4,1
501,Matt,Retail,2025-01-06 12:00:00,1,1,1,1,1,3092.0,21,0
502,Sam,Inbound,2025-02-27 15:00:00,0,0,0,0,0,0.0,24,0
503,Taylor,Retail,2025-01-28 22:00:00,0,0,0,0,0,0.0,14,2
504,Taylor,Retail,2025-01-19 03:00:00,0,0,0,0,0,0.0,17,0
505,Alex,Inbound,2025-01-02 13:00:00,1,1,1,0,0,0.0,13,0
506,Jordan,Retail,2025-03-21 22:00:00,1,1,1,1,0,0.0,19,1
507,Jordan,Referral,2025-03-17 08:00:00,0,0,0,0,0,0.0,3,1
508,Alex,Retail,2025-03-15 01:00:00,0,0,0,0,0,0.0,17,0
509,Alex,Outbound,2025-01-06 05:00:00,1,1,0,0,0,0.0,3,0
510,Alex,Inbound,2025-02-01 11:00:00,0,0,0,0,0,0.0,6,0
511,Taylor,Outbound,2025-03-29 10:00:00,1,0,0,0,0,0.0,13,0
512,Sam,Inbound,2025-02-22 01:00:00,1,1,1,1,0,0.0,12,1
513,Taylor,Inbound,2025-01-12 13:00:00,1,0,0,0,0,0.0,5,0
514,Taylor,Events,2025-01-13 16:00:00,1,0,0,0,0,0.0,20,0
515,Taylor,Retail,2025-01-24 16:00:00,1,0,0,0,0,0.0,8,0
516,Matt,Retail,2025-03-29 12:00:00,0,0,0,0,0,0.0,21,1
517,Taylor,Outbound,2025-01-16 06:00:00,1,1,1,1,1,3547.0,37,0
518,Matt,Referral,2025-03-23 06:00:00,1,1,1,1,1,4001.0,19,0
519,Jordan,Retail,2025-03-03 00:00:00,1,1,0,0,0,0.0,8,0
520,Jordan,Retail,2025-03-24 23:00:00,1,1,1,1,0,0.0,15,0
521,Alex,Referral,2025-03-16 08:00:00,1,1,1,1,1,3186.0,9,0
522,Matt,Outbound,2025-01-30 21:00:00,0,0,0,0,0,0.0,5,1
523,Matt,Events,2025-03-16 12:00:00,1,1,0,0,0,0.0,15,0
524,Taylor,Inbound,2025-01-16 05:00:00,0,0,0,0,0,0.0,24,0
525,Alex,Outbound,2025-01-27 04:00:00,0,0,0,0,0,0.0,5,1
526,Alex,Retail,2025-01-20 01:00:00,1,1,1,0,0,0.0,7,1
527,Taylor,Referral,2025-01-12 23:00:00,0,0,0,0,0,0.0,13,1
528,Matt,Retail,2025-01-09 02:00:00,0,0,0,0,0,0.0,18,0
529,Taylor,Outbound,2025-01-17 20:00:00,0,0,0,0,0,0.0,5,0
530,Taylor,Retail,2025-01-11 19:00:00,0,0,0,0,0,0.0,7,0
531,Jordan,Inbound,2025-02-04 05:00:00,0,0,0,0,0,0.0,7,2
532,Matt,Outbound,2025-01-07 10:00:00,0,0,0,0,0,0.0,16,0
533,Matt,Inbound,2025-01-06 12:00:00,0,0,0,0,0,0.0,3,0
534,Alex,Referral,2025-03-31 02:00:00,1,1,1,1,0,0.0,17,0
535,Jordan,Retail,2025-01-08 21:00:00,0,0,0,0,0,0.0,11,1
536,Matt,Inbound,2025-01-07 15:00:00,0,0,0,0,0,0.0,9,0
537,Jordan,Retail,2025-01-03 17:00:00,0,0,0,0,0,0.0,21,2
538,Matt,Retail,2025-01-12 22:00:00,1,1,0,0,0,0.0,20,0
539,Jordan,Retail,2025-02-17 12:00:00,1,1,1,1,0,0.0,20,1
540,Matt,Retail,2025-03-16 10:00:00,1,1,1,1,1,3103.0,35,0
541,Sam,Retail,2025-03-08 03:00:00,1,0,0,0,0,0.0,7,0
542,Matt,Outbound,2025-02-22 05:00:00,1,1,1,1,0,0.0,21,1
543,Matt,Outbound,2025-01-08 15:00:00,1,0,0,0,0,0.0,6,1
544,Matt,Outbound,2025-03-11 16:00:00,1,1,1,1,0,0.0,9,2
545,Taylor,Retail,2025-01-04 08:00:00,1,1,1,1,0,0.0,14,0
546,Matt,Retail,2025-02-26 18:00:00,1,1,1,1,1,2258.0,7,0
547,Jordan,Retail,2025-02-06 20:00:00,0,0,0,0,0,0.0,15,1
548,Jordan,Outbound,2025-03-21 09:00:00,1,0,0,0,0,0.0,14,1
549,Jordan,Referral,2025-01-28 16:00:00,1,1,0,0,0,0.0,10,0
550,Sam,Retail,2025-02-27 11:00:00,1,0,0,0,0,0.0,15,1
551,Taylor,Outbound,2025-02-09 14:00:00,1,0,0,0,0,0.0,12,1
552,Alex,Retail,2025-02-16 23:00:00,1,1,1,1,0,0.0,12,2
553,Taylor,Retail,2025-03-26 11:00:00,0,0,0,0,0,0.0,15,0
554,Alex,Retail,2025-03-06 03:00:00,0,0,0,0,0,0.0,15,0
555,Taylor,Retail,2025-02-07 07:00:00,1,1,1,0,0,0.0,9,1
556,Jordan,Outbound,2025-02-10 06:00:00,0,0,0,0,0,0.0,5,0
557,Sam,Referral,2025-03-05 09:00:00,1,1,0,0,0,0.0,8,1
558,Taylor,Retail,2025-02-01 03:00:00,1,0,0,0,0,0.0,11,0
559,Sam,Inbound,2025-01-16 02:00:00,1,1,1,0,0,0.0,5,1
560,Taylor,Outbound,2025-02-12 02:00:00,1,1,0,0,0,0.0,6,0
561,Jordan,Events,2025-01-07 03:00:00,0,0,0,0,0,0.0,23,2
562,Matt,Inbound,2025-01-16 06:00:00,0,0,0,0,0,0.0,8,1
563,Jordan,Retail,2025-02-07 20:00:00,0,0,0,0,0,0.0,18,0
564,Matt,Inbound,2025-03-13 16:00:00,1,1,0,0,0,0.0,4,1
565,Taylor,Retail,2025-03-12 07:00:00,0,0,0,0,0,0.0,24,0
566,Alex,Events,2025-01-24 11:00:00,1,0,0,0,0,0.0,6,1
567,Alex,Retail,2025-02-07 23:00:00,1,0,0,0,0,0.0,11,0
568,Alex,Outbound,2025-01-14 19:00:00,1,1,1,1,0,0.0,19,0
569,Sam,Retail,2025-03-09 23:00:00,0,0,0,0,0,0.0,6,1
570,Jordan,Retail,2025-01-23 04:00:00,0,0,0,0,0,0.0,14,1
571,Taylor,Referral,2025-03-13 22:00:00,1,1,1,1,1,4317.0,24,1
572,Jordan,Inbound,2025-03-17 18:00:00,0,0,0,0,0,0.0,2,0
573,Alex,Retail,2025-03-04 00:00:00,0,0,0,0,0,0.0,2,0
574,Matt,Referral,2025-01-30 17:00:00,0,0,0,0,0,0.0,20,1
575,Matt,Referral,2025-03-27 18:00:00,1,1,0,0,0,0.0,8,1
576,Alex,Retail,2025-03-03 17:00:00,0,0,0,0,0,0.0,22,0
577,Taylor,Inbound,2025-02-28 03:00:00,0,0,0,0,0,0.0,23,2
578,Jordan,Inbound,2025-03-19 01:00:00,0,0,0,0,0,0.0,22,1
579,Taylor,Inbound,2025-03-21 07:00:00,1,1,1,0,0,0.0,24,1
580,Matt,Retail,2025-01-07 23:00:00,0,0,0,0,0,0.0,20,0
581,Matt,Retail,2025-03-21 08:00:00,1,1,1,0,0,0.0,10,0
582,Taylor,Referral,2025-03-10 20:00:00,0,0,0,0,0,0.0,24,0
583,Matt,Referral,2025-01-19 14:00:00,1,1,0,0,0,0.0,9,0
584,Matt,Referral,2025-01-28 16:00:00,1,1,0,0,0,0.0,15,0
585,Jordan,Events,2025-03-09 17:00:00,1,0,0,0,0,0.0,2,1
586,Taylor,Outbound,2025-01-20 11:00:00,1,0,0,0,0,0.0,24,0
587,Sam,Outbound,2025-02-10 17:00:00,1,1,1,1,0,0.0,15,0
588,Matt,Outbound,2025-03-04 00:00:00,1,1,0,0,0,0.0,23,1
589,Taylor,Inbound,2025-02-28 13:00:00,1,1,1,1,1,2311.0,26,0
590,Taylor,Inbound,2025-03-23 21:00:00,1,1,0,0,0,0.0,9,1
591,Taylor,Retail,2025-01-11 00:00:00,0,0,0,0,0,0.0,14,1
592,Taylor,Inbound,2025-01-27 13:00:00,0,0,0,0,0,0.0,21,1
593,Alex,Retail,2025-03-30 15:00:00,0,0,0,0,0,0.0,14,2
594,Taylor,Retail,2025-02-21 04:00:00,1,1,1,1,1,3693.0,40,0
595,Alex,Inbound,2025-01-23 09:00:00,1,1,1,1,1,3366.0,35,0
596,Taylor,Retail,2025-01-27 02:00:00,0,0,0,0,0,0.0,19,0
597,Jordan,Retail,2025-01-31 12:00:00,1,0,0,0,0,0.0,18,2
598,Sam,Outbound,2025-02-19 21:00:00,1,0,0,0,0,0.0,22,3
599,Sam,Referral,2025-01-26 14:00:00,0,0,0,0,0,0.0,3,0
600,Sam,Retail,2025-02-25 23:00:00,0,0,0,0,0,0.0,10,0
601,Sam,Retail,2025-02-10 01:00:00,1,1,1,1,0,0.0,4,0
602,Sam,Retail,2025-02-24 22:00:00,0,0,0,0,0,0.0,11,0
603,Sam,Outbound,2025-01-14 23:00:00,1,1,0,0,0,0.0,19,0
604,Matt,Referral,2025-02-26 02:00:00,0,0,0,0,0,0.0,16,0
605,Taylor,Retail,2025-03-25 05:00:00,1,0,0,0,0,0.0,19,0
606,Jordan,Outbound,2025-01-13 03:00:00,1,1,1,1,0,0.0,18,0
607,Alex,Retail,2025-01-30 11:00:00,0,0,0,0,0,0.0,24,0
608,Jordan,Retail,2025-03-04 10:00:00,1,1,1,1,0,0.0,22,0
609,Taylor,Events,2025-02-25 13:00:00,0,0,0,0,0,0.0,15,0
610,Taylor,Retail,2025-03-02 17:00:00,1,1,0,0,0,0.0,22,1
611,Taylor,Retail,2025-02-20 08:00:00,0,0,0,0,0,0.0,3,0
612,Jordan,Retail,2025-03-03 10:00:00,0,0,0,0,0,0.0,18,0
613,Sam,Inbound,2025-02-24 20:00:00,1,1,1,1,0,0.0,14,0
614,Alex,Referral,2025-01-07 15:00:00,0,0,0,0,0,0.0,24,0
615,Sam,Events,2025-03-09 14:00:00,1,1,1,1,1,3118.0,31,0
616,Sam,Retail,2025-02-10 05:00:00,1,1,1,1,0,0.0,6,1
617,Alex,Retail,2025-01-05 15:00:00,1,1,1,1,0,0.0,18,0
618,Alex,Outbound,2025-02-06 19:00:00,0,0,0,0,0,0.0,23,1
619,Matt,Retail,2025-02-09 03:00:00,0,0,0,0,0,0.0,2,0
620,Matt,Referral,2025-01-08 19:00:00,0,0,0,0,0,0.0,3,0
621,Jordan,Outbound,2025-03-31 15:00:00,0,0,0,0,0,0.0,17,1
622,Jordan,Retail,2025-01-21 00:00:00,0,0,0,0,0,0.0,14,1
623,Matt,Referral,2025-01-30 18:00:00,1,1,1,1,0,0.0,14,0
624,Jordan,Retail,2025-02-09 16:00:00,0,0,0,0,0,0.0,4,1
625,Sam,Retail,2025-03-16 22:00:00,0,0,0,0,0,0.0,15,0
626,Alex,Inbound,2025-03-08 20:00:00,1,1,1,1,1,4187.0,29,0
627,Alex,Inbound,2025-03-11 09:00:00,0,0,0,0,0,0.0,21,1
628,Alex,Outbound,2025-01-22 08:00:00,1,1,1,0,0,0.0,10,0
629,Jordan,Outbound,2025-03-18 02:00:00,1,1,1,1,0,0.0,10,1
630,Alex,Events,2025-03-16 16:00:00,1,1,1,1,1,4823.0,33,2
631,Sam,Events,2025-02-11 17:00:00,1,1,1,1,1,2982.0,18,1
632,Alex,Inbound,2025-02-19 02:00:00,1,0,0,0,0,0.0,16,0
633,Jordan,Retail,2025-01-04 08:00:00,0,0,0,0,0,0.0,8,3
634,Alex,Outbound,2025-03-10 10:00:00,0,0,0,0,0,0.0,18,0
635,Matt,Events,2025-03-28 11:00:00,1,1,1,1,1,3361.0,10,0
636,Sam,Retail,2025-02-12 12:00:00,1,1,1,0,0,0.0,6,0
637,Alex,Inbound,2025-02-18 15:00:00,1,0,0,0,0,0.0,15,0
638,Alex,Retail,2025-02-14 22:00:00,1,1,1,0,0,0.0,17,1
639,Sam,Retail,2025-01-08 10:00:00,0,0,0,0,0,0.0,2,0
640,Taylor,Outbound,2025-02-25 18:00:00,1,1,1,1,0,0.0,6,0
641,Sam,Retail,2025-03-06 22:00:00,0,0,0,0,0,0.0,11,1
642,Taylor,Outbound,2025-03-25 12:00:00,0,0,0,0,0,0.0,5,2
643,Taylor,Referral,2025-03-25 16:00:00,0,0,0,0,0,0.0,10,0
644,Jordan,Outbound,2025-02-14 06:00:00,0,0,0,0,0,0.0,5,1
645,Sam,Retail,2025-03-28 07:00:00,1,1,1,1,1,3839.0,42,1
646,Alex,Retail,2025-02-17 13:00:00,0,0,0,0,0,0.0,15,0
647,Jordan,Outbound,2025-02-27 18:00:00,0,0,0,0,0,0.0,9,0
648,Jordan,Outbound,2025-02-24 04:00:00,0,0,0,0,0,0.0,19,3
649,Taylor,Inbound,2025-03-31 21:00:00,0,0,0,0,0,0.0,2,1
650,Taylor,Referral,2025-03-08 09:00:00,0,0,0,0,0,0.0,15,1
651,Jordan,Retail,2025-01-11 19:00:00,0,0,0,0,0,0.0,17,0
652,Sam,Referral,2025-01-07 11:00:00,1,1,0,0,0,0.0,20,1
653,Alex,Retail,2025-02-06 21:00:00,0,0,0,0,0,0.0,7,0
654,Taylor,Retail,2025-02-16 09:00:00,0,0,0,0,0,0.0,15,0
655,Jordan,Inbound,2025-03-02 04:00:00,1,1,1,1,0,0.0,19,1
656,Jordan,Retail,2025-02-13 08:00:00,0,0,0,0,0,0.0,20,1
657,Sam,Retail,2025-02-16 07:00:00,1,1,0,0,0,0.0,6,1
658,Sam,Retail,2025-03-24 22:00:00,0,0,0,0,0,0.0,24,0
659,Matt,Retail,2025-01-31 03:00:00,1,0,0,0,0,0.0,8,1
660,Alex,Outbound,2025-02-14 09:00:00,1,1,1,0,0,0.0,10,0
661,Matt,Retail,2025-02-20 03:00:00,0,0,0,0,0,0.0,6,0
662,Sam,Outbound,2025-02-12 03:00:00,1,0,0,0,0,0.0,5,0
663,Matt,Outbound,2025-03-29 03:00:00,1,0,0,0,0,0.0,7,2
664,Alex,Retail,2025-03-28 14:00:00,1,1,1,1,1,2301.0,37,2
665,Jordan,Retail,2025-02-16 04:00:00,1,1,1,1,0,0.0,18,0
